Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@thefoxlens,"@Tee_Classiquem1 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Yes ma.
So aggressive",2020-04-01 14:15:24,en,,0.0,0.0,@Tee_Classiquem1,Aisha 💸📷,"Aisha ❤
Beauty portrait photographer 


IG : @thefoxlens",8257.0,8487.0,1312.0,2266.0,1.0,False,,
@kikigist,"@realDonaldTrump  🎙   vs   @MBuhari 🎤🎤🎤
On daily basis.                         once in a blue moon
One speech paragraph          one script sheet no 
Lot of meaning and relief       single meaning
#1,200 to citizen.                      #LockDownNigeria 
#COVID19 https://t.co/il80JqmmLq",2020-04-01 14:15:22,en,,1.0,0.0,@realDonaldTrump,Ewure of KiKi ❁,"ALL AROUND GIST AT IT BEST
Comedy Videos | Celeb Gossips | Latest Songs @kikigist_com #Kikigist |FBK: https://t.co/Rsux2KIAa4 | IG: Kikigist_com |  #REALMADRID",41755.0,19986.0,4275.0,4941.0,1.0,False,,
@AdomuhaEbira1,"@HUPcct @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari You're doing well, fantastic.",2020-04-01 14:15:20,en,,0.0,0.0,@HUPcct,Adomuha Ebiraland,"MD/CEO Massive Konsults and Engineering. 
*Engineering Services Provision.
*Planning, * Consulting, 
*Functional Designs, *Project Evaluations
*Contracting Mgt.",2277.0,3515.0,682.0,134.0,0.0,False,,
@mankc75,@omotee035 @YulEdochie @MBuhari Which calculator you use calculate 50k x 200 million that gives you 10 trillion abeg?,2020-04-01 14:15:18,en,,0.0,0.0,@omotee035,Mankc Hono,I am an easy going person,200.0,584.0,567.0,53.0,0.0,False,,
@MohdHAbdullahi,"Stay home folks. #COVIDー19 is real. Let’s take responsibility, let’s keep safe distance, let’s ensure washing of hands regularly and let’s stay home with our loved ones. Support @MBuhari, @NGRPresident @Fmohnigeria and @NCDCgov efforts to contain #COVIDー19 . #StayHomeSaveLives https://t.co/PIKdwU7KyO",2020-04-01 14:15:06,en,,3.0,1.0,,Mohammed H. Abdullahi,"Official Twitter Handle of the Hon. Minister of State for Science and Technology (@fmstng), Nigeria . Personal Tweets are Signed-MHA //RT not an Endorsement.",902.0,140.0,79.0,743.0,2.0,False,,
@abubakarjmaliya,@ib__ism @BashirAhmaad @MBuhari @FMHDSD The use of hand gloves and protective masks .,2020-04-01 14:15:02,en,,0.0,0.0,@ib__ism,Abubakar Jibrin,Gooner❤️#COYG. Peaky Blinder😡,3627.0,57615.0,179.0,197.0,0.0,False,,
@Kechera5,@renoomokri @MBuhari 0039117655 Access diamond. AJIKE NKECHINYERE OKORIE,2020-04-01 14:14:58,ht,,0.0,0.0,@renoomokri,Aj Naya,I'm the best friend you can ever have... Love music and Man UTD.,353.0,6555.0,142.0,78.0,0.0,False,,
@babatunde_shitu,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Dats d definition of eye service, dis just showed how dysfunctional you and your Oga re in d brain, incompetency brims all over you guys body... didn't you guys ve der BVN nd wats ur definition of the most poorest? Will it get to d other parts of the country with dis method? SMH!",2020-04-01 14:14:57,en,,0.0,0.0,@BashirAhmaad,BabaTee,"Dreamchaser, humanitarian, Manchester United freak, Administrator, politically cautious, advocate of good governance nd an entrepreneur....",1786.0,2571.0,440.0,163.0,0.0,False,,
@nemze4real_0,@renoomokri @MBuhari My broda most of the figures they tell us na Audio money,2020-04-01 14:14:56,en,,0.0,0.0,@renoomokri,AGUATA 1st DAUGHTER,"Business Minded, easy going and God Fearing",7387.0,19336.0,932.0,1087.0,0.0,False,,
@Mikebankschidi,@ayemojubar I said it soon people would disobey this stay at home order and when it happens will the govt order the police and army to torture and kill its own citizens crying for need of food @NigeriaGov @MBuhari @OfficialFCTA @followlasg,2020-04-01 14:14:55,en,,1.0,2.0,@ayemojubar,Nigerian ~Igbo boy,#Jewish My charisma and self believe Accountant Entrepr3neur Believe In Nigeria motivational speaker risk manager,4927.0,4612.0,648.0,383.0,0.0,False,,
@ipaulwalman,@BashirAhmaad @MBuhari Hahahahahahahahahaha Habba! my true first laugh in 2wks. which kind Government magic be this abeg?,2020-04-01 14:14:54,en,,1.0,0.0,@BashirAhmaad,Paul Walman,Filmmaker (Director/cinematographer) do what gives you joy.,1310.0,948.0,606.0,487.0,3.0,False,,
@NewsWireNGR,"“We are hungry, no food no light - you can’t tell us to stay indoors” ~ Nigerians in parts of Lagos already threatening to defy government lockdown directives with a protest in two days ...
🎥 @okeyjames #CoronaVirusUpdates #COVIDー19  #LockDownNigeria @MBuhari @jidesanwoolu https://t.co/6B2uEBqKEP",2020-04-01 14:14:52,en,,5.0,8.0,,NewsWireNGR,We tell under-reported stories. ads@newswirengr.com editor@newswirengr.com Support our interim account by donating https://t.co/d6h3WLYttS,28588.0,170.0,221.0,12460.0,59.0,False,,
@Luter_O,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct What qualifies one as a poor person and what means did they use to track them?,2020-04-01 14:14:46,en,,0.0,0.0,@BashirAhmaad,Peaceful_Imam,"#Good_governance
#comparativist
#Research_Assistant 
Private Citizen of Nigeria.
RT&Likes are for future reference purpose only.",7282.0,20815.0,1898.0,2061.0,0.0,False,,
@DeprinceE3,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct To the north u mean. Just as predicted.,2020-04-01 14:14:44,en,,0.0,0.0,@BashirAhmaad,De prince E,l refuse to sell my conscience for a pottage of yam. In fact no amount can buy it,267.0,1065.0,148.0,36.0,0.0,False,,
@ALADOJOACHIN,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Yet no social gathering.....
Why not send it to their houses.... 
Nigeria nawa oooh",2020-04-01 14:14:41,en,,0.0,0.0,@BashirAhmaad,ALADO,I'm calm and cool.....,111.0,769.0,374.0,136.0,1.0,False,,
@am_myke,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Where’s the @WHO register you guys are using to disburse the funds?,2020-04-01 14:14:38,en,,1.0,0.0,@BashirAhmaad,myke,,2502.0,2374.0,412.0,116.0,1.0,False,,
@Adewale02390107,"@NGRPresident @MBuhari The initial release of over #600m that was mocked.

The enlightenments that safed us from the index case",2020-04-01 14:14:37,en,,0.0,0.0,@NGRPresident,Adewale,,6349.0,82.0,756.0,171.0,0.0,False,,
@WemsiCharles,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Take the money to the people where they are living, it's safer that way. Stop spreading the virus by asking them to congregate.",2020-04-01 14:14:35,en,,0.0,0.0,@BashirAhmaad,Uwemedimoh Charles,The Bigger Picture . . .,200.0,148.0,452.0,42.0,0.0,False,,
@IBpassions,@BashirAhmaad @MBuhari @FMHDSD Introduce technology to this Generation..  The Government should stop Feeding the NATION with gullible things.. 4 how Long? The Noise will never stop until something beneficiary to every Citizen is done!,2020-04-01 14:14:27,en,,0.0,0.0,@BashirAhmaad,ÎB Þåڪڪ̊î🥰N̶̲̥̅̊ڪ,"Α̩̩̩♏ A̶̲̥̅ Social Activist... L♥ع †ђξ ßξ$† Lifع Can Offers..🤩
A̶̲̥̅π Environmentalist....
Following D Global Åge†٭↹",665.0,3091.0,1158.0,159.0,2.0,False,,
@BisolaOfficial,@renoomokri @oluwaloninyo @MBuhari 👌🏾Mode of dispersal to the people who truly need this is key,2020-04-01 14:14:25,en,,0.0,0.0,@renoomokri,Bisola,"I'm a child of God & a true Nigerian who believes in adding my own quota in building d nation by lending my voice. No sentiments,no partiality.",1089.0,185.0,65.0,135.0,0.0,False,,
@alwezuntop,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Avenue,2020-04-01 14:14:12,fr,,0.0,0.0,@BashirAhmaad,TaniToluwa,"Badminton-crazy,God fearing,my case is different",3078.0,1610.0,504.0,103.0,3.0,False,,
@harsonbaba,"@BOGbadamosi @MBuhari To make a valid case of the relieve of appointment, it would have been good if possible to have evidence or a quoted source.",2020-04-01 14:14:12,en,,0.0,0.0,@BOGbadamosi,Harson Oluwajuwon,,759.0,21.0,77.0,57.0,0.0,False,,
@Oluwamurewa_,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct If I'm not among these poorest people, then it's a scam. I barely feed now and I'm in debts. 😭😭😭😭 @BashirAhmaad",2020-04-01 14:14:07,en,,0.0,0.0,@BashirAhmaad,Gbadé,"*Poet and Novelist* *Language Tutor* *Interested in education, writing, public speaking, and learning.",725.0,586.0,490.0,172.0,0.0,False,,
@DavidBi44795385,"@renoomokri @MBuhari Because they are all scammers.
a president who is voted by the poor masses out of ignorance and it is very unfortunate
the poor masses who voted him into power are the ones suffering the most while the rich people to be specific his cabals are enjoying",2020-04-01 14:14:04,en,,0.0,0.0,@renoomokri,David Bitrus,Young and vibrant youth who works 24 hours to earns a living.,5.0,6.0,37.0,0.0,0.0,False,,
@sideeqsedo,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct See abeg this payment should be made to bank holders too, at least u could tell how money flows in ones account.
This method reeks of embezzlement",2020-04-01 14:14:01,en,,0.0,0.0,@BashirAhmaad,NorthernYorubaBoi,#Abusite #Manutd fan #Ambivert #Baller #Builder,11424.0,28295.0,2143.0,1940.0,4.0,False,,
@authorhsh,"Abun dariya, Gwamnatin tarayya na naiman gudun mawar attajiran kasar ta, duk da arzikin da ake tunkaho akedashi. Kaico na, wannan abu damai yayi kama. @Mashkura0 @MBuhari @BashirAhmaad @hadizel @HafsatMohBaba @Sadiya_farouq @ib__ism @___ummiey @iTafida___ @Bashir_Tijjani_",2020-04-01 14:14:00,in,,1.0,0.0,,Author HSH 📚 🇳🇬,A Student👨‍🎓 | An Author📚 | Mobile App Developer📱 | -C.S.C-👨 ‍💻   +2347063333505  saniehabiebhamiesu28@gmail.com,8939.0,3569.0,204.0,130.0,0.0,False,,
@Kingfahadtukur,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Tofa,2020-04-01 14:13:58,is,,0.0,0.0,@BashirAhmaad,King Fahad Bin Ibrahim,"If they don’t invite u don’t ask to go, respect yourself
‏بِسْــــــــــــــــــــــمِ اَللّهِ الرَّحْمنِ الرَّحِيمِِ",148.0,997.0,129.0,16.0,0.0,False,,
@Johnolowu2,@renoomokri @MBuhari Remember me sir 0251874842 Gtb bank .John Iloabuchi,2020-04-01 14:13:55,en,,0.0,0.0,@renoomokri,John olowu,being happy and self sufficient 😂,7.0,4.0,11.0,0.0,0.0,False,,
@habbey4to,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct So , they're going to do this in all the 36 states? Jokers",2020-04-01 14:13:48,en,,0.0,0.0,@BashirAhmaad,habbey,"events , portrait photographers",550.0,430.0,195.0,128.0,0.0,False,,
@BiyiokeOke,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Must we do things locally? This people have account number through bvn you can do it quietly.,2020-04-01 14:13:47,en,,0.0,0.0,@BashirAhmaad,SAUDI 1 🆖🇳🇬💯,"Son of Gbagura ikeye.
B.A history & diplomatic studies.
Husband and a Father.
Sales Manager in FMCG. 
cool and easy going person,but doesn't accept shit.",2954.0,3246.0,1276.0,1076.0,1.0,False,,
@KAmunuba,@renoomokri @MBuhari Me that have  minus #367.12,2020-04-01 14:13:45,en,,0.0,0.0,@renoomokri,Credo,"A man must be big enough to admit his mistakes, smart enough to profit from them, and strong enough to correct them.",149.0,20.0,84.0,9.0,0.0,False,,
@MightyJeff2,@renoomokri @Chima4God @MBuhari Business as usual,2020-04-01 14:13:38,en,,1.0,0.0,@renoomokri,Abíólá™|| OmoÌyáKólá💯,Trust the process.,411.0,233.0,125.0,67.0,0.0,False,,
@ojumah,"We ve failed even before arrival. Sharing 20k to some selected people, how do u want the others to stay at home?
Dear @MBuhari create a package for every Nigerian like other countries.
The images around the country is crazy!
Keep Nigerians at home by doing the needful! https://t.co/5dpEJNTyDO",2020-04-01 14:13:32,en,,1.0,0.0,,GOD'S OWN,"#Believer #MediaEntrepreneur",2101.0,2566.0,543.0,158.0,5.0,False,,
@chiugo22cc,@kanasogwa @NGRPresident @ayemojubar @MBuhari 😂😂😂,2020-04-01 14:13:28,und,,0.0,0.0,@kanasogwa,United for life,"I stand 4 peace, freedom, love, truth, justice and unity..Am a dedicated Biafran & am with Israel. My previous account @hugo22return was terminated by jack",8459.0,1891.0,283.0,170.0,0.0,False,,
@SignalMichael,"@BashirAhmaad @SEzekwesili @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Look at the problem, that is where more than 20 people are. They give order and flaunt it and now, using giveaway as an excuse. Is this how the money will be distributed nationwide? Maybe not because, it looks funny or maybe it is an African approach tho.",2020-04-01 14:13:22,en,,0.0,0.0,@BashirAhmaad,Signal Guy,"I believe, therefore I can...Wotazo.com
MADRIDISTA, Lover of football and good news.",368.0,489.0,335.0,55.0,0.0,False,,
@Seeker0502,@AugustThe4th @giwa_abdulazeez @TosinOlugbenga @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Remember all dose small java fones dont refresh newsfeed/tweets automatically except u reload d page and diaris no background data usage unlike smartfones.,2020-04-01 14:13:20,en,,1.0,0.0,@AugustThe4th,Rotr. Faoye Seeker,"*Proudly Aquarius & a die hard @manutd fan. 
*Prospective hairstylist(females). 
*Ex-CustomerCareRep.(CSP-EB)
*Event MC🎤🎶
*I ❤anytin computer related",9284.0,8724.0,2963.0,1717.0,3.0,False,,
@SahidOladimeji,"@PDPVanguard @MBuhari Now I know that PDP is beyond redemption, can you guys tell us the sucur your party provided during the oil boom or legacies you left behind after 16years in power? Is the #5B spent on invisible stove for rural woman or #10B spent on cassava bread or $460m spent on Abuja CCTV?",2020-04-01 14:13:17,en,,0.0,0.0,@PDPVanguard,Oladimeji Sahid,,78.0,775.0,27.0,9.0,0.0,False,,
@ayilo_j,@slime_ddee @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Boss make i send account number,2020-04-01 14:13:16,en,,1.0,0.0,@slime_ddee,NORTHking,"\\Biologist\\
music freak\\ Jhene Aiko's Boo\\
//Arsenal//
coyG",19261.0,35724.0,8923.0,8330.0,0.0,False,,
@Juliet_Ohahuru,"@renoomokri @Twitter @MBuhari It's not just on twitter, my neighbours have borrowed from my little money and not to add my relatives. Most private employers did not pay . If this continues I hope I won't beg on twitter",2020-04-01 14:13:16,en,,0.0,0.0,@renoomokri,Juliet Obiora,"I dream of the day child rights will be taken very seriously in my country, till then, we will keep educating and advocating on ending  child sexual abuse.",24.0,105.0,100.0,11.0,0.0,False,,
@aboo_aamir,"@AbuNadrohQowiyy @MBuhari This is statement is not necessary, O brother. You could have prayed for him.",2020-04-01 14:13:15,en,,1.0,0.0,@AbuNadrohQowiyy,Aboo Aamir أبو عامر الأثري,Islamic/Arabic Teacher | Editor | Translator: على طريقة السلف إن شاء الله,1267.0,523.0,520.0,651.0,0.0,False,,
@tunepas,"@SaharaReporters @MBuhari Let's assume that the lockdown is illegal, is the president using it for his own benefit or in response to saving lives? Even when we dissent, I think it could be done in wisdom. When he didn't do it he was a useless president, now that he's done it, he's an illegal president.",2020-04-01 14:13:11,en,,1.0,0.0,@SaharaReporters,tunde,"Consummate Public Relations Practitioner, Public Affairs Analyst and Marriage Counselor. Motto: Sentiments limit your true potentials & abilities. Be yourself.",5513.0,967.0,155.0,144.0,5.0,False,,
@thefoxlens,@Tee_Classiquem1 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Lagos state is sharing relief materials already and not everything is about tribe now. Ahh,2020-04-01 14:13:00,en,,2.0,0.0,@Tee_Classiquem1,Aisha 💸📷,"Aisha ❤
Beauty portrait photographer 


IG : @thefoxlens",8257.0,8487.0,1312.0,2266.0,1.0,False,,
@chiugo22cc,@NGRPresident @AjuriNgelale @MBuhari Hahaha ndi ara,2020-04-01 14:12:53,tl,,0.0,0.0,@NGRPresident,United for life,"I stand 4 peace, freedom, love, truth, justice and unity..Am a dedicated Biafran & am with Israel. My previous account @hugo22return was terminated by jack",8459.0,1891.0,283.0,170.0,0.0,False,,
@engvickybest,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct 0241055295 ecobank peter victor,2020-04-01 14:12:51,in,,0.0,0.0,@BashirAhmaad,Victor peters,,45.0,17.0,100.0,12.0,0.0,False,,
@AdeAfrica1,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct What of the more poor and the poor. No salary paid, Allowance and stipend not paid. Another way of embezzlement",2020-04-01 14:12:45,en,,0.0,0.0,@BashirAhmaad,Oladele Adebayo R,,495.0,12139.0,250.0,96.0,0.0,False,,
@Dikkokhaleel,@BashirAhmaad @MBuhari @FMHDSD Gaskiya Baku kyauta ba..d process no MEK sense oo,2020-04-01 14:12:31,in,,0.0,0.0,@BashirAhmaad,Khaleel Dikko,😍😍🇳🇬🇳🇬🇳🇬😍😍,1416.0,7397.0,547.0,517.0,0.0,False,,
@SewuBem,@msughterthomas @MBuhari @ProfOsinbajo @aishambuhari Amen. 🙏,2020-04-01 14:12:31,en,,0.0,0.0,@msughterthomas,Sewuese Bem,"Do not read 48 Laws of Power, you're better than Greene! -Now, I'm ready to publish 75 Laws of Power. Nothing last forever, & one will always be there for you!",38505.0,85568.0,970.0,7449.0,186.0,False,,
@phemmy85philps,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct When will they come to abule ijesha in lagos... as the name implies...abule is village in english...biko me self need that 20k cash,2020-04-01 14:12:30,en,,0.0,0.0,@BashirAhmaad,Oritsefemmykoolkat,I hustle so hard so as to feed my family and get my friends of the streets.the game is the game..if u are seeing this i do follow back asap.wizkidfc from day 1,10220.0,668.0,890.0,636.0,7.0,False,,
@NaijaVikings,@saaaadeen @Chrisbamidele @MBuhari Mr man no body force na to be president so since an him be d president make him do d right thing stop dey give us excuse olodo,2020-04-01 14:12:25,en,,1.0,0.0,@saaaadeen,Village_Man🇳🇬🇳🇬🇳🇬⚓⚓⚓⛈🌦🌤☂⛱☃☄❄🔥☂⚡🌂🌠🌜,vikings for life 🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬 💪💪💪💪💪💪,1681.0,308.0,1787.0,103.0,0.0,False,,
@AdebayoKafila11,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Allah pls help me,2020-04-01 14:12:22,en,,0.0,0.0,@BashirAhmaad,kharfhy hair&more...✂️💇,"hairstylist,
wig_bar,
dreadlocks,
pedicurist,
jewelry &perfumes
🤳08134793245 to book an appointment 
no5 University rd abule oja Akoka yaba Lagos State.",231.0,287.0,334.0,30.0,0.0,False,,
@harbeezoye,@HUPcct @sirly2020 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari When are you coming to ijebu Ode,2020-04-01 14:12:20,en,NG,0.0,0.0,@HUPcct,Olukoya_TripleA🔰,A young Yoruba farmer,5416.0,9561.0,3027.0,879.0,3.0,False,,
@keljykz2,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Jokers...like we dont have bank accounts and BVN. Keep spreading the virus ok. They dont just think anything through...nothing.,2020-04-01 14:12:17,en,,0.0,0.0,@BashirAhmaad,Ceasar,God is my Best Friend,687.0,311.0,216.0,30.0,0.0,False,,
@SholaSenate,@0Oladipupo @BashirAhmaad @MBuhari @FMHDSD @0Oladipupo . Can't u read between the line.,2020-04-01 14:12:13,en,,0.0,0.0,@0Oladipupo,Shola,There are no success without sacrifice,3235.0,1924.0,672.0,144.0,0.0,False,,
@EgburonuRichard,"SHE JUST NAILED IT, BY SPEAKING THE VOICE OF MANY. NO LIGHT FOR THIS LOCK DOWN. @EmekaD7 @Jnwamson @MBuhari @Mr_Pucca @NGRPresident @NigeriaGov @OfficialPHED #COVID19 #COVIDー19 #GirlsWhoCode #LockDownNigeria #WednesdayThoughts https://t.co/hnQPq4Uu5K",2020-04-01 14:12:13,en,,0.0,2.0,,Richies🇳🇬🌍🌎🌏🏥,"Humanitarian|Full of Life|CPR, AED Administrator|First Aider Certified By @NHCPS|Care Giver|Social Media|Publicity|Sales Representative|Volunteer",398.0,670.0,439.0,169.0,0.0,False,,
